date,productId,label,subTypeName,lowPrice,midPrice,highPrice,marketPrice,directLowPrice,qty,costBasis
2026-08-22,709016,30th Celebration Battle Deck Case,Normal,444.72,463.39,499.9,,,0,
2026-08-22,709032,30th Celebration Binder Collection Case,Normal,428.1,469.98,499.98,469,,0,
2026-08-22,704171,30th Celebration Booster Bundle,Normal,89,93.78,149.99,89.86,,0,
2026-08-22,709017,30th Celebration Booster Bundle Case,Normal,2398.9,2399.97,2400,2399.51,,0,
2026-08-22,709018,30th Celebration Ditto Premium Collection Case,Normal,1383.85,1383.87,1699.98,,,0,
2026-08-22,704143,30th Celebration Elite Trainer Box,Normal,149.99,192.98,288.88,160.17,,0,
2026-08-22,709036,30th Celebration Elite Trainer Box Case,Normal,1813.93,1855.97,2200,1849.54,,0,
2026-08-22,709037,30th Celebration ex Box Case,Normal,432.65,444.87,459.99,450.16,,0,
2026-08-22,709031,30th Celebration ex Tin Case,Normal,594.27,605.34,669.68,,,0,
2026-08-22,709019,30th Celebration Figure Collection Case,Normal,1289.07,1391.46,1499.9,,,0,
2026-08-22,709035,30th Celebration Knock Out Collection Case,Normal,858.5,858.73,938.99,989.99,,0,
2026-08-22,709030,30th Celebration Mini Tin Display Case,Normal,1899.9,1899.95,1899.99,1999.99,,0,
2026-08-22,704144,30th Celebration Pokemon Center Elite Trainer Box,Normal,495,510.1,549.99,483.88,,0,
2026-08-22,709033,30th Celebration Poster Collection Case,Normal,373.11,395,459.98,,,0,
2026-08-22,709034,30th Celebration Tech Sticker Collection Case,Normal,630.44,690.49,999.97,,,0,
2026-08-22,704190,30th Celebration Ultra-Premium Collection [Day],Normal,400,463,1475,404.88,,0,
2026-08-22,704191,30th Celebration Ultra-Premium Collection [Night],Normal,530.98,617.92,1394,531.12,,0,
2026-08-22,709029,30th Celebration Ultra-Premium Collection Case,Normal,1997.68,2153.45,2400,2132.26,,0,
2026-08-22,693589,Pitch Black 3-Pack Blister Case,Normal,425,522.49,679.99,636.23,,0,
2026-08-22,692939,Pitch Black Booster Box,Normal,177.99,219.95,999,176.55,,0,
2026-08-22,692941,Pitch Black Booster Box Case,Normal,999.95,1220.95,1975,1034.04,,0,
2026-08-22,692942,Pitch Black Booster Bundle,Normal,30,43.21,111,37.34,,0,
2026-08-22,692943,Pitch Black Booster Bundle Case,Normal,849.95,999.98,2995,808.76,,0,
2026-08-22,692944,Pitch Black Booster Pack,Normal,5.25,6.99,14.39,6.16,,0,
2026-08-22,692945,Pitch Black Booster Pack Art Bundle [Set of 4],Normal,27,29.92,52,30.52,,0,
2026-08-22,692947,Pitch Black Elite Trainer Box,Normal,50,79.86,9999,64.18,,0,
2026-08-22,692948,Pitch Black Elite Trainer Box Case,Normal,693.99,820,1675,679.63,,0,
2026-08-22,692949,Pitch Black Pokemon Center Elite Trainer Box (Exclusive),Normal,114.98,145.47,999,119.18,,0,
2026-08-22,692950,Pitch Black Pokemon Center Elite Trainer Box Case (Exclusive),Normal,800,800,800,,,0,
2026-08-22,695118,Chaos Rising 3-Pack Blister Case,Normal,549.95,572,599.9,599.93,,0,
2026-08-22,684444,Chaos Rising Booster Box,Normal,179,242.99,1999,180.47,,0,
2026-08-22,684445,Chaos Rising Booster Box Case,Normal,1125,1328.79,2599.99,1045.05,,0,
2026-08-22,684456,Chaos Rising Booster Bundle,Normal,5,45,151,36.18,,0,
2026-08-22,688949,Chaos Rising Booster Bundle Case,Normal,809.99,924.4,1499.99,928.4,,0,
2026-08-22,684446,Chaos Rising Booster Pack,Normal,5,6.5,13.5,5.48,,0,
2026-08-22,684447,Chaos Rising Booster Pack Art Bundle [Set of 4],Normal,22.24,28.48,39.99,26.6,,0,
2026-08-22,684450,Chaos Rising Elite Trainer Box,Normal,60.99,80,999,70.37,,0,
2026-08-22,684451,Chaos Rising Elite Trainer Box Case,Normal,718.65,856.99,1600,718.65,,0,
2026-08-22,684452,Chaos Rising Pokemon Center Elite Trainer Box,Normal,121,169.99,999,135.41,,0,
2026-08-22,706309,Perfect Order 3 Pack Blister Case [Chikorita],Normal,599,599,599,,,0,
2026-08-22,672394,Perfect Order Booster Box,Normal,168.56,228.95,999,173.56,,0,
2026-08-22,672395,Perfect Order Booster Box Case,Normal,999.9,1199.97,2355,1004.14,,0,
2026-08-22,672396,Perfect Order Booster Bundle,Normal,35,44.59,58907.88,40.71,,0,
2026-08-22,672397,Perfect Order Booster Bundle Case,Normal,949.99,967.69,1100,918.86,,0,
2026-08-22,672398,Perfect Order Booster Pack,Normal,5,6.03,14.5,5.47,,0,
2026-08-22,672399,Perfect Order Booster Pack Art Bundle [Set of 4],Normal,23,31.48,69,26.5,,0,
2026-08-22,672401,Perfect Order Elite Trainer Box,Normal,68.43,79.99,9999,73.73,,0,
2026-08-22,672402,Perfect Order Elite Trainer Box Case,Normal,719.75,789.49,1299.99,651.65,,0,
2026-08-22,672404,Perfect Order Pokemon Center Elite Trainer Box,Normal,119.79,148.7,180910.96,120.36,,0,
2026-08-22,668541,Ascended Heroes Booster Bundle,Normal,74.95,94.99,9999,82.6,,0,
2026-08-22,681339,Ascended Heroes Booster Bundle Case,Normal,2219.71,2385,99999.99,2170.81,,0,
2026-08-22,692362,Ascended Heroes Booster Bundle Display,Normal,1800,2255,4000,2254.99,,0,
2026-08-22,672434,Ascended Heroes Booster Pack,Normal,12.5,14.89,30,13.74,,0,
2026-08-22,668496,Ascended Heroes Elite Trainer Box,Normal,160,180.5,555,165.87,,0,
2026-08-22,679558,Ascended Heroes Elite Trainer Box Case,Normal,1645,1887.5,5000,1718.75,,0,
2026-08-22,672392,Ascended Heroes First Partners Deluxe Pin Collection Case,Normal,432.4,549.51,999,432.4,,0,
2026-08-22,672737,Ascended Heroes Mega ex Boxes Case,Normal,325.98,399.47,560,362.64,,0,
2026-08-22,689031,Ascended Heroes Mini Tin Display Case,Normal,1259.95,1295,1999.95,1269.74,,0,
2026-08-22,668497,Ascended Heroes Pokemon Center Elite Trainer Box (Exclusive),Normal,415,500,5000,419.2,,0,
2026-08-22,702501,Ascended Heroes Tin Case,Normal,429.64,429.7,459.96,382.68,,0,
2026-08-22,685195,Mega Evolution: Ascended Heroes Collection case,Normal,715,799.99,1340,697.27,,0,
2026-08-22,681333,Mega Evolution: Ascended Heroes Tech Sticker Collection Case,Normal,745,769.94,1200,634.33,,0,
2026-08-22,685000,Premium Poster Collection Case,Normal,973,1182.99,1755,976.25,,0,
2026-08-22,685215,Phantasmal Flames 3-Pack Blister Case,Normal,1470,1485,1499.99,,,0,
2026-08-22,654137,Phantasmal Flames Booster Box,Normal,391.99,457.48,1000,391.42,,0,
2026-08-22,655281,Phantasmal Flames Booster Box Case,Normal,2249.5,2549.48,17999,2675.55,,0,
2026-08-22,654160,Phantasmal Flames Booster Bundle,Normal,75,86,450,80.51,,0,
2026-08-22,654162,Phantasmal Flames Booster Bundle Case,Normal,2399.99,2419.98,2750,1550,,0,
2026-08-22,654144,Phantasmal Flames Booster Pack,Normal,5,11.99,99.99,11.68,,0,
2026-08-22,654174,Phantasmal Flames Booster Pack Art Bundle [Set of 4],Normal,44.9,48.22,90,47.31,,0,
2026-08-22,654136,Phantasmal Flames Elite Trainer Box,Normal,149.33,169.95,500,155.93,,0,
2026-08-22,654170,Phantasmal Flames Elite Trainer Box Case,Normal,1539.9,1599.97,2399.99,1422.68,,0,
2026-08-22,654135,Phantasmal Flames Pokemon Center Elite Trainer Box (Exclusive),Normal,280.74,344.23,5000,290.07,,0,
2026-08-22,644298,Mega Evolution Booster Box,Normal,312.01,340,539,326.07,,0,
2026-08-22,644731,Mega Evolution Booster Box Case,Normal,1900,2000,3700,1835.97,,0,
2026-08-22,644362,Mega Evolution Booster Bundle,Normal,58.98,69.74,999.99,63.41,,0,
2026-08-22,644730,Mega Evolution Booster Bundle Case,Normal,1220,1739,1750,1175.42,,0,
2026-08-22,644352,Mega Evolution Booster Pack,Normal,6.64,8.75,99.99,8.31,,0,
2026-08-22,657875,Mega Evolution Booster Pack Art Bundle [Set of 4],Normal,32,37.99,43.99,35.28,,0,
2026-08-22,644279,Mega Evolution Elite Trainer Box [Mega Gardevoir],Normal,99.99,129.99,3000,114.39,,0,
2026-08-22,648394,Mega Evolution Elite Trainer Box [Mega Lucario],Normal,114,137.87,3000,123.1,,0,
2026-08-22,644727,Mega Evolution Elite Trainer Box Case,Normal,1100,1164.95,1500,1015.28,,0,
2026-08-22,644300,Mega Evolution Enhanced Booster Box,Normal,150,342.49,5000,310.06,,0,
2026-08-22,646173,Mega Evolution Enhanced Booster Case,Normal,1800,2000,10000,1846.36,,0,
2026-08-22,648415,Mega Evolution Pokemon Center Elite Trainer Box (Exclusive) [Mega Gardevoir],Normal,205,230,1999.99,208.84,,0,
2026-08-22,644282,Mega Evolution Pokemon Center Elite Trainer Box (Exclusive) [Mega Lucario],Normal,230,272.5,1999,236.95,,0,
2026-08-22,635011,Prismatic Evolution Booster Bundle Display Case,Normal,13000,13000,13000,,,0,
2026-08-22,620024,Prismatic Evolutions 2-Pack Blister Case,Normal,910,991.95,20000,830.79,,0,
2026-08-22,629828,Prismatic Evolutions Accessory Pouch Special Collection Case,Normal,475,797.5,1195.95,311.5,,0,
2026-08-22,600518,Prismatic Evolutions Booster Bundle,Normal,68,100,4999.99,82.67,,0,
2026-08-22,678555,Prismatic Evolutions Booster Bundle + Surprise Box Bundle (Sam's Club),Normal,144,162.5,500,150.25,,0,
2026-08-22,615027,Prismatic Evolutions Booster Bundle Case,Normal,2250,2394.9,3499.95,2339.17,,0,
2026-08-22,610317,Prismatic Evolutions Booster Bundle Display,Normal,1799.99,2055,3669.69,1743.54,,0,
2026-08-22,593294,Prismatic Evolutions Booster Pack,Normal,13.95,15.97,124.8,15.09,,0,
2026-08-22,617823,Prismatic Evolutions Booster Pack Art Bundle [Set of 4],Normal,58.87,59.98,88.95,59.67,,0,
2026-08-22,593355,Prismatic Evolutions Elite Trainer Box,Normal,157,199.99,1719.5,163.37,,0,
2026-08-22,670607,Prismatic Evolutions Elite Trainer Box (Dollar General Exclusive),Normal,195,200,336,200.93,,0,
2026-08-22,598487,Prismatic Evolutions Elite Trainer Box Case,Normal,1800,2499.66,4000,1829.92,,0,
2026-08-22,670608,Prismatic Evolutions Elite Trainer Box Case (Dollar General Exclusive),Normal,1500,1750,2000,,,0,
2026-08-22,614356,Prismatic Evolutions Mini Tin Display Case,Normal,1099.99,1111.11,1229.98,909.31,,0,
2026-08-22,593324,Prismatic Evolutions Pokemon Center Elite Trainer Box (Exclusive),Normal,435,550,9999,455.22,,0,
2026-08-22,600697,Prismatic Evolutions Pokemon Center Elite Trainer Box (Exclusive) Case,Normal,2659.69,3924.94,20000,2718.46,,0,
2026-08-22,598486,Prismatic Evolutions Poster Collection Case,Normal,230,246.69,350,248.29,,0,
2026-08-22,650804,Prismatic Evolutions Premium Figure Collection Case,Normal,1300,1700,2120,1319.96,,0,
2026-08-22,622770,Prismatic Evolutions Super-Premium Collection,Normal,254.49,319.99,1499.99,260.42,,0,
2026-08-22,638058,Prismatic Evolutions Super-Premium Collection Case,Normal,1169.99,1429.44,5000,1292.8,,0,
2026-08-22,598470,Prismatic Evolutions Surprise Box Case,Normal,434.99,515.29,800,404.72,,0,
2026-08-22,598489,Prismatic Evolutions Tech Sticker Collection Case,Normal,600,604.99,923.99,462.63,,0,
2026-08-22,709016,30th Celebration Battle Deck Case,Normal,444.71,463.39,499.9,,,0,
2026-08-22,709032,30th Celebration Binder Collection Case,Normal,428.09,469.98,499.98,469,,0,
2026-08-22,704171,30th Celebration Booster Bundle,Normal,89,93.78,149.99,89.99,,0,
2026-08-22,709017,30th Celebration Booster Bundle Case,Normal,2399.97,2399.97,2400,2399.43,,0,
2026-08-22,709018,30th Celebration Ditto Premium Collection Case,Normal,1383.8,1383.85,1699.98,,,0,
2026-08-22,704143,30th Celebration Elite Trainer Box,Normal,164.94,194.62,288.88,164.95,,0,
2026-08-22,709036,30th Celebration Elite Trainer Box Case,Normal,1649.98,1813.98,2200,1849.54,,0,
2026-08-22,709037,30th Celebration ex Box Case,Normal,432.65,444.87,459.99,450.16,,0,
2026-08-22,709031,30th Celebration ex Tin Case,Normal,594.22,605.34,669.68,,,0,
2026-08-22,709019,30th Celebration Figure Collection Case,Normal,1289.02,1391.46,1499.9,,,0,
2026-08-22,709035,30th Celebration Knock Out Collection Case,Normal,858.45,858.7,938.99,989.99,,0,
2026-08-22,709030,30th Celebration Mini Tin Display Case,Normal,1899.9,1899.95,1899.99,1999.99,,0,
2026-08-22,704144,30th Celebration Pokemon Center Elite Trainer Box,Normal,464.01,510,549.99,491.68,,0,
2026-08-22,709033,30th Celebration Poster Collection Case,Normal,373.06,395,459.98,,,0,
2026-08-22,709034,30th Celebration Tech Sticker Collection Case,Normal,630.39,690.49,999.97,,,0,
2026-08-22,704190,30th Celebration Ultra-Premium Collection [Day],Normal,400,461.5,1475,404.46,,0,
2026-08-22,704191,30th Celebration Ultra-Premium Collection [Night],Normal,530.94,599.99,1394,531.11,,0,
2026-08-22,709029,30th Celebration Ultra-Premium Collection Case,Normal,1997.68,2159.9,2400,2114.32,,0,
2026-08-22,693589,Pitch Black 3-Pack Blister Case,Normal,419.99,514.99,679.99,636.23,,0,
2026-08-22,692939,Pitch Black Booster Box,Normal,175,218.01,999,176.61,,0,
2026-08-22,692941,Pitch Black Booster Box Case,Normal,997.49,1200,1975,1035.54,,0,
2026-08-22,692942,Pitch Black Booster Bundle,Normal,30,43.21,111,36.74,,0,
2026-08-22,692943,Pitch Black Booster Bundle Case,Normal,834.99,974.99,2995,808.76,,0,
2026-08-22,692944,Pitch Black Booster Pack,Normal,4.6,6.9,14.39,5.92,,0,
2026-08-22,692945,Pitch Black Booster Pack Art Bundle [Set of 4],Normal,25,29.95,52,30.52,,0,
2026-08-22,692947,Pitch Black Elite Trainer Box,Normal,50,79.95,9999,70.05,,0,
2026-08-22,692948,Pitch Black Elite Trainer Box Case,Normal,649.99,816.97,1675,680.18,,0,
2026-08-22,692949,Pitch Black Pokemon Center Elite Trainer Box (Exclusive),Normal,114.98,149.99,999,120.83,,0,
2026-08-22,692950,Pitch Black Pokemon Center Elite Trainer Box Case (Exclusive),Normal,800,800,800,,,0,
2026-08-22,695118,Chaos Rising 3-Pack Blister Case,Normal,549.95,573.5,599.9,599.93,,0,
2026-08-22,684444,Chaos Rising Booster Box,Normal,177.27,242.49,1999,183.16,,0,
2026-08-22,684445,Chaos Rising Booster Box Case,Normal,1124.99,1276.53,2599.99,1048.33,,0,
2026-08-22,684456,Chaos Rising Booster Bundle,Normal,5,45,151,36.63,,0,
2026-08-22,688949,Chaos Rising Booster Bundle Case,Normal,809.99,949.5,1499.99,928.4,,0,
2026-08-22,684446,Chaos Rising Booster Pack,Normal,5,6.4,13.5,5.54,,0,
2026-08-22,684447,Chaos Rising Booster Pack Art Bundle [Set of 4],Normal,16.99,28.45,39.99,26.66,,0,
2026-08-22,684450,Chaos Rising Elite Trainer Box,Normal,60,80,999,69.77,,0,
2026-08-22,684451,Chaos Rising Elite Trainer Box Case,Normal,717.97,863.99,1600,717.97,,0,
2026-08-22,684452,Chaos Rising Pokemon Center Elite Trainer Box,Normal,125,169.99,999,134.7,,0,
2026-08-22,706309,Perfect Order 3 Pack Blister Case [Chikorita],Normal,599,599,599,,,0,
2026-08-22,672394,Perfect Order Booster Box,Normal,168.56,229,999,172.06,,0,
2026-08-22,672395,Perfect Order Booster Box Case,Normal,999.9,1199.97,2355,1003.8,,0,
2026-08-22,672396,Perfect Order Booster Bundle,Normal,35,44,70689.46,40.39,,0,
2026-08-22,672397,Perfect Order Booster Bundle Case,Normal,949.99,967.69,1100,918.86,,0,
2026-08-22,672398,Perfect Order Booster Pack,Normal,5,6.02,14.5,5.44,,0,
2026-08-22,672399,Perfect Order Booster Pack Art Bundle [Set of 4],Normal,23,31.48,69,26.5,,0,
2026-08-22,672401,Perfect Order Elite Trainer Box,Normal,67.99,80,9999,73.94,,0,
2026-08-22,672402,Perfect Order Elite Trainer Box Case,Normal,719.75,789.49,1299.99,651.65,,0,
2026-08-22,672404,Perfect Order Pokemon Center Elite Trainer Box,Normal,118,146.7,180910.96,121.6,,0,
2026-08-22,668541,Ascended Heroes Booster Bundle,Normal,75,94.99,9999,80.61,,0,
2026-08-22,681339,Ascended Heroes Booster Bundle Case,Normal,2219.71,2384.9,99999.99,2172.28,,0,
2026-08-22,692362,Ascended Heroes Booster Bundle Display,Normal,1800,2255,4000,2254.99,,0,
2026-08-22,672434,Ascended Heroes Booster Pack,Normal,12.5,14.96,30,13.89,,0,
2026-08-22,668496,Ascended Heroes Elite Trainer Box,Normal,163.98,180.5,555,169.46,,0,
2026-08-22,679558,Ascended Heroes Elite Trainer Box Case,Normal,1645,1887.5,5000,1710.76,,0,
2026-08-22,672392,Ascended Heroes First Partners Deluxe Pin Collection Case,Normal,432.4,500,999,432.4,,0,
2026-08-22,672737,Ascended Heroes Mega ex Boxes Case,Normal,325.98,399.94,560,362.05,,0,
2026-08-22,689031,Ascended Heroes Mini Tin Display Case,Normal,1259.95,1295,1999.95,1269.74,,0,
2026-08-22,668497,Ascended Heroes Pokemon Center Elite Trainer Box (Exclusive),Normal,415,500,5000,413.4,,0,
2026-08-22,702501,Ascended Heroes Tin Case,Normal,429.63,429.84,459.96,382.68,,0,
2026-08-22,685195,Mega Evolution: Ascended Heroes Collection case,Normal,715,799.99,1340,694.6,,0,
2026-08-22,681333,Mega Evolution: Ascended Heroes Tech Sticker Collection Case,Normal,745,767.46,1200,634.33,,0,
2026-08-22,685000,Premium Poster Collection Case,Normal,973,1182.99,1755,976.25,,0,
2026-08-22,685215,Phantasmal Flames 3-Pack Blister Case,Normal,1470,1485,1499.99,,,0,
2026-08-22,654137,Phantasmal Flames Booster Box,Normal,391.99,458.49,1000,393.12,,0,
2026-08-22,655281,Phantasmal Flames Booster Box Case,Normal,2249.5,2549.74,17999,2647.73,,0,
2026-08-22,654160,Phantasmal Flames Booster Bundle,Normal,75,86,450,80.91,,0,
2026-08-22,654162,Phantasmal Flames Booster Bundle Case,Normal,2399.99,2419.98,2750,1550,,0,
2026-08-22,654144,Phantasmal Flames Booster Pack,Normal,5,11.87,21.98,11.69,,0,
2026-08-22,654174,Phantasmal Flames Booster Pack Art Bundle [Set of 4],Normal,44.9,48.22,90,47.31,,0,
2026-08-22,654136,Phantasmal Flames Elite Trainer Box,Normal,145.01,169.95,500,156,,0,
2026-08-22,654170,Phantasmal Flames Elite Trainer Box Case,Normal,1539.9,1599.99,2399.99,1422.68,,0,
2026-08-22,654135,Phantasmal Flames Pokemon Center Elite Trainer Box (Exclusive),Normal,280.74,341.97,5000,289.3,,0,
2026-08-22,644298,Mega Evolution Booster Box,Normal,311.81,340,539,325.58,,0,
2026-08-22,644731,Mega Evolution Booster Box Case,Normal,1900,2000,3700,1835.97,,0,
2026-08-22,644362,Mega Evolution Booster Bundle,Normal,58.98,69.98,222,63.41,,0,
2026-08-22,644730,Mega Evolution Booster Bundle Case,Normal,1220,1739,1750,1175.42,,0,
2026-08-22,644352,Mega Evolution Booster Pack,Normal,6.64,8.72,20,8.3,,0,
2026-08-22,657875,Mega Evolution Booster Pack Art Bundle [Set of 4],Normal,32,37.99,43.99,35.28,,0,
2026-08-22,644279,Mega Evolution Elite Trainer Box [Mega Gardevoir],Normal,99.99,129.99,399.99,113.34,,0,
2026-08-22,648394,Mega Evolution Elite Trainer Box [Mega Lucario],Normal,118.74,136.83,399.99,122.42,,0,
2026-08-22,644727,Mega Evolution Elite Trainer Box Case,Normal,1100,1277.48,1500,1015.28,,0,
2026-08-22,644300,Mega Evolution Enhanced Booster Box,Normal,150,334.16,999,309.02,,0,
2026-08-22,646173,Mega Evolution Enhanced Booster Case,Normal,1813.99,2009.97,10000,1844.56,,0,
2026-08-22,648415,Mega Evolution Pokemon Center Elite Trainer Box (Exclusive) [Mega Gardevoir],Normal,205,232.12,1999.99,208.33,,0,
2026-08-22,644282,Mega Evolution Pokemon Center Elite Trainer Box (Exclusive) [Mega Lucario],Normal,236,272.5,1999,234.39,,0,
2026-08-22,635011,Prismatic Evolution Booster Bundle Display Case,Normal,13000,13000,13000,,,0,
2026-08-22,620024,Prismatic Evolutions 2-Pack Blister Case,Normal,910,991.95,20000,830.79,,0,
2026-08-22,629828,Prismatic Evolutions Accessory Pouch Special Collection Case,Normal,475,797.5,1195.95,311.5,,0,
2026-08-22,600518,Prismatic Evolutions Booster Bundle,Normal,68,100,4000,80.51,,0,
2026-08-22,678555,Prismatic Evolutions Booster Bundle + Surprise Box Bundle (Sam's Club),Normal,144,165,500,150.13,,0,
2026-08-22,615027,Prismatic Evolutions Booster Bundle Case,Normal,2250,2394.9,3499.95,2339.17,,0,
2026-08-22,610317,Prismatic Evolutions Booster Bundle Display,Normal,1699.99,2055,3669.69,1743.54,,0,
2026-08-22,593294,Prismatic Evolutions Booster Pack,Normal,13.99,15.95,124.8,15.1,,0,
2026-08-22,617823,Prismatic Evolutions Booster Pack Art Bundle [Set of 4],Normal,58.87,59.98,88.95,59.62,,0,
2026-08-22,593355,Prismatic Evolutions Elite Trainer Box,Normal,157,196.69,1719.5,161.06,,0,
2026-08-22,670607,Prismatic Evolutions Elite Trainer Box (Dollar General Exclusive),Normal,192.99,199.99,336,200.93,,0,
2026-08-22,598487,Prismatic Evolutions Elite Trainer Box Case,Normal,1795,2499.66,4000,1829.92,,0,
2026-08-22,670608,Prismatic Evolutions Elite Trainer Box Case (Dollar General Exclusive),Normal,1500,1750,2000,,,0,
2026-08-22,614356,Prismatic Evolutions Mini Tin Display Case,Normal,1099.99,1111.11,1229.98,909.31,,0,
2026-08-22,593324,Prismatic Evolutions Pokemon Center Elite Trainer Box (Exclusive),Normal,435,552.88,9999,455.22,,0,
2026-08-22,600697,Prismatic Evolutions Pokemon Center Elite Trainer Box (Exclusive) Case,Normal,2659.69,3999.99,20000,2718.46,,0,
2026-08-22,598486,Prismatic Evolutions Poster Collection Case,Normal,225,246.65,350,248.29,,0,
2026-08-22,650804,Prismatic Evolutions Premium Figure Collection Case,Normal,1300,1700,2120,1319.96,,0,
2026-08-22,622770,Prismatic Evolutions Super-Premium Collection,Normal,250,319.99,1499.99,261.64,,0,
2026-08-22,638058,Prismatic Evolutions Super-Premium Collection Case,Normal,1169.99,1429.44,5000,1292.8,,0,
2026-08-22,598470,Prismatic Evolutions Surprise Box Case,Normal,434.99,515.58,800,404.72,,0,
2026-08-22,598489,Prismatic Evolutions Tech Sticker Collection Case,Normal,600,604.99,923.99,462.63,,0,
2026-08-23,709016,30th Celebration Battle Deck Case,Normal,444.71,463.39,499.9,,,0,
2026-08-23,709032,30th Celebration Binder Collection Case,Normal,428.09,469.97,499.98,469,,0,
2026-08-23,704171,30th Celebration Booster Bundle,Normal,89,95.56,149.99,89.95,,0,
2026-08-23,709017,30th Celebration Booster Bundle Case,Normal,2399.96,2399.97,2400,2399.43,,0,
2026-08-23,709018,30th Celebration Ditto Premium Collection Case,Normal,1383.76,1383.85,1699.98,,,0,
2026-08-23,704143,30th Celebration Elite Trainer Box,Normal,164.97,194.62,288.88,164.97,,0,
2026-08-23,709036,30th Celebration Elite Trainer Box Case,Normal,1649.99,1813.98,2200,1839.04,,0,
2026-08-23,709037,30th Celebration ex Box Case,Normal,432.65,444.87,459.99,450.16,,0,
2026-08-23,709031,30th Celebration ex Tin Case,Normal,594.18,605.34,669.68,,,0,
2026-08-23,709019,30th Celebration Figure Collection Case,Normal,1288.98,1391.46,1499.9,,,0,
2026-08-23,709035,30th Celebration Knock Out Collection Case,Normal,858.35,858.36,938.99,989.99,,0,
2026-08-23,709030,30th Celebration Mini Tin Display Case,Normal,1899.9,1899.95,1899.99,1999.99,,0,
2026-08-23,704144,30th Celebration Pokemon Center Elite Trainer Box,Normal,493.92,510,549.99,493.92,,0,
2026-08-23,709033,30th Celebration Poster Collection Case,Normal,373.02,392.97,459.98,,,0,
2026-08-23,709034,30th Celebration Tech Sticker Collection Case,Normal,630.35,689.97,999.97,,,0,
2026-08-23,704190,30th Celebration Ultra-Premium Collection [Day],Normal,400,463.98,1475,406.48,,0,
2026-08-23,704191,30th Celebration Ultra-Premium Collection [Night],Normal,530.98,617.92,1394,531.12,,0,
2026-08-23,709029,30th Celebration Ultra-Premium Collection Case,Normal,1997.73,2168.45,2400,2107.03,,0,
2026-08-23,693589,Pitch Black 3-Pack Blister Case,Normal,419.98,514.99,679.99,636.23,,0,
2026-08-23,692939,Pitch Black Booster Box,Normal,173.99,219.97,999,178.48,,0,
2026-08-23,692941,Pitch Black Booster Box Case,Normal,999.95,1220.95,1975,1043.9,,0,
2026-08-23,692942,Pitch Black Booster Bundle,Normal,30,43.21,111,36.35,,0,
2026-08-23,692943,Pitch Black Booster Bundle Case,Normal,834.99,974.99,2995,808.76,,0,
2026-08-23,692944,Pitch Black Booster Pack,Normal,4.6,6.9,14.39,5.4,,0,
2026-08-23,692945,Pitch Black Booster Pack Art Bundle [Set of 4],Normal,25,29.95,52,30.09,,0,
2026-08-23,692947,Pitch Black Elite Trainer Box,Normal,50,79.73,9999,66.86,,0,
2026-08-23,692948,Pitch Black Elite Trainer Box Case,Normal,649.99,816.97,1675,680.73,,0,
2026-08-23,692949,Pitch Black Pokemon Center Elite Trainer Box (Exclusive),Normal,110,149.99,999,123.7,,0,
2026-08-23,692950,Pitch Black Pokemon Center Elite Trainer Box Case (Exclusive),Normal,800,800,800,,,0,
2026-08-23,695118,Chaos Rising 3-Pack Blister Case,Normal,549.95,573.5,599.9,599.93,,0,
2026-08-23,684444,Chaos Rising Booster Box,Normal,185,244,1999,187.26,,0,
2026-08-23,684445,Chaos Rising Booster Box Case,Normal,1124.99,1283.25,2599.99,1048.33,,0,
2026-08-23,684456,Chaos Rising Booster Bundle,Normal,5,44.99,151,37.51,,0,
2026-08-23,688949,Chaos Rising Booster Bundle Case,Normal,809.99,949.5,1499.99,928.4,,0,
2026-08-23,684446,Chaos Rising Booster Pack,Normal,5,6.5,13.5,5.55,,0,
2026-08-23,684447,Chaos Rising Booster Pack Art Bundle [Set of 4],Normal,16.99,28.45,39.99,26.66,,0,
2026-08-23,684450,Chaos Rising Elite Trainer Box,Normal,60,80,999,69.56,,0,
2026-08-23,684451,Chaos Rising Elite Trainer Box Case,Normal,720.85,863.99,1600,720.85,,0,
2026-08-23,684452,Chaos Rising Pokemon Center Elite Trainer Box,Normal,125,169.99,999,134.59,,0,
2026-08-23,706309,Perfect Order 3 Pack Blister Case [Chikorita],Normal,599,599,599,,,0,
2026-08-23,672394,Perfect Order Booster Box,Normal,169,228.98,999,172.87,,0,
2026-08-23,672395,Perfect Order Booster Box Case,Normal,999.99,1199.99,2355,1003.46,,0,
2026-08-23,672396,Perfect Order Booster Bundle,Normal,35,44.02,84827.35,39.74,,0,
2026-08-23,672397,Perfect Order Booster Bundle Case,Normal,949.99,967.69,1100,918.86,,0,
2026-08-23,672398,Perfect Order Booster Pack,Normal,5,6.03,25,5.5,,0,
2026-08-23,672399,Perfect Order Booster Pack Art Bundle [Set of 4],Normal,25,30.74,69,26.5,,0,
2026-08-23,672401,Perfect Order Elite Trainer Box,Normal,67.99,80,9999,72.46,,0,
2026-08-23,672402,Perfect Order Elite Trainer Box Case,Normal,710,789.49,1299.99,651.65,,0,
2026-08-23,672404,Perfect Order Pokemon Center Elite Trainer Box,Normal,115,149.49,180910.96,122.81,,0,
2026-08-23,668541,Ascended Heroes Booster Bundle,Normal,75,94.99,9999,76.43,,0,
2026-08-23,681339,Ascended Heroes Booster Bundle Case,Normal,2248.99,2392.4,99999.99,2171.95,,0,
2026-08-23,692362,Ascended Heroes Booster Bundle Display,Normal,1800,2254.99,4000,2254.99,,0,
